sample_uid	sample_token	gse_id	cancer_type	candidate_policy	input_cells	candidate_cells	reference_cells	infercnv_status	infercnv_output_rows	copykat_status	copykat_output_rows	mapped_cells	unmapped_cells	duplicate_or_conflict_cells
GSE270680|GSM8349968_D06L	GSE270680_GSM8349968_D06L_3fee05072397	GSE270680	Gastric cancer	epithelial_solid_default	9596	0	8561	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9596	0	0
GSE270680|GSM8349969_D06P	GSE270680_GSM8349969_D06P_6be1fa2741b6	GSE270680	Gastric cancer	epithelial_solid_default	13433	0	11525	skipped_insufficient_cells	0	skipped_insufficient_cells	0	13433	0	0
GSE270680|GSM8349970_D07T	GSE270680_GSM8349970_D07T_0a4c3ff6d790	GSE270680	Gastric cancer	epithelial_solid_default	5135	50	3966	success	50	skipped_insufficient_cells	0	5135	0	0
GSE270680|GSM8349971_D07N	GSE270680_GSM8349971_D07N_1e1244357668	GSE270680	Gastric cancer	epithelial_solid_default	3994	93	2769	success	93	skipped_insufficient_cells	0	3994	0	0
GSE270680|GSM8349972_D07L	GSE270680_GSM8349972_D07L_ce53351fc681	GSE270680	Gastric cancer	epithelial_solid_default	5021	5	4328	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5021	0	0
GSE270680|GSM8349973_D07P	GSE270680_GSM8349973_D07P_8ee733f0ede0	GSE270680	Gastric cancer	epithelial_solid_default	3127	0	2493	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3127	0	0
GSE270680|GSM8349974_D08T	GSE270680_GSM8349974_D08T_975ba18c35c5	GSE270680	Gastric cancer	epithelial_solid_default	6388	24	5602	skipped_insufficient_cells	0	skipped_insufficient_cells	0	6388	0	0
GSE270680|GSM8349975_D08N	GSE270680_GSM8349975_D08N_ebbfe398c49e	GSE270680	Gastric cancer	epithelial_solid_default	6407	18	5522	skipped_insufficient_cells	0	skipped_insufficient_cells	0	6407	0	0
GSE270680|GSM8349976_D08L	GSE270680_GSM8349976_D08L_fed7c98042b2	GSE270680	Gastric cancer	epithelial_solid_default	7334	0	6162	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7334	0	0
GSE270680|GSM8349977_D08P	GSE270680_GSM8349977_D08P_e229a69fac3e	GSE270680	Gastric cancer	epithelial_solid_default	6363	0	5397	skipped_insufficient_cells	0	skipped_insufficient_cells	0	6363	0	0
GSE270680|GSM8349978_D09T	GSE270680_GSM8349978_D09T_c3a5fa0b5909	GSE270680	Gastric cancer	epithelial_solid_default	7157	20	6244	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7157	0	0
GSE270680|GSM8349979_D09N	GSE270680_GSM8349979_D09N_85f0902dbed1	GSE270680	Gastric cancer	epithelial_solid_default	5446	48	4585	success	48	skipped_insufficient_cells	0	5446	0	0
GSE270680|GSM8349980_D09L	GSE270680_GSM8349980_D09L_230f2ab88a1b	GSE270680	Gastric cancer	epithelial_solid_default	6997	3	5997	skipped_insufficient_cells	0	skipped_insufficient_cells	0	6997	0	0
GSE270680|GSM8349981_D09P	GSE270680_GSM8349981_D09P_a8756d3675fc	GSE270680	Gastric cancer	epithelial_solid_default	7534	0	4241	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7534	0	0
GSE270680|GSM8349982_D10T	GSE270680_GSM8349982_D10T_3148107d2198	GSE270680	Gastric cancer	epithelial_solid_default	7020	52	5304	success	52	skipped_insufficient_cells	0	7020	0	0
GSE270680|GSM8349983_D10N	GSE270680_GSM8349983_D10N_4d188146b132	GSE270680	Gastric cancer	epithelial_solid_default	2045	10	1505	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2045	0	0
GSE270680|GSM8349984_D10L	GSE270680_GSM8349984_D10L_f7f37ae6597f	GSE270680	Gastric cancer	epithelial_solid_default	9418	1	8529	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9418	0	0
GSE270680|GSM8349985_D10P	GSE270680_GSM8349985_D10P_b265cddb5516	GSE270680	Gastric cancer	epithelial_solid_default	7268	0	6025	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7268	0	0
GSE270680|GSM8349986_D11T	GSE270680_GSM8349986_D11T_3655de7ac9f7	GSE270680	Gastric cancer	epithelial_solid_default	5391	319	3826	success	319	success	319	5391	0	0
GSE270680|GSM8349987_D11N	GSE270680_GSM8349987_D11N_6cb7d04b2bee	GSE270680	Gastric cancer	epithelial_solid_default	8300	0	1589	skipped_insufficient_cells	0	skipped_insufficient_cells	0	8300	0	0
GSE270680|GSM8349988_D11P	GSE270680_GSM8349988_D11P_d0bff6110361	GSE270680	Gastric cancer	epithelial_solid_default	5862	0	4617	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5862	0	0
GSE270680|GSM8349989_D12T	GSE270680_GSM8349989_D12T_fdaae7ea2619	GSE270680	Gastric cancer	epithelial_solid_default	4778	93	3859	success	93	skipped_insufficient_cells	0	4778	0	0
GSE270680|GSM8349990_D12N	GSE270680_GSM8349990_D12N_98f76d32c5ef	GSE270680	Gastric cancer	epithelial_solid_default	4577	749	2957	success	749	success	749	4577	0	0
GSE270680|GSM8349991_D12L	GSE270680_GSM8349991_D12L_cf4105a01a5d	GSE270680	Gastric cancer	epithelial_solid_default	4281	0	3262	skipped_insufficient_cells	0	skipped_insufficient_cells	0	4281	0	0
GSE270680|GSM8349992_D15T	GSE270680_GSM8349992_D15T_2e8fd57f8dfb	GSE270680	Gastric cancer	epithelial_solid_default	7759	15	6439	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7759	0	0
GSE270680|GSM8349993_D16N	GSE270680_GSM8349993_D16N_b298fc8a1060	GSE270680	Gastric cancer	epithelial_solid_default	9037	29	6112	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9037	0	0
GSE270680|GSM8349994_D16L	GSE270680_GSM8349994_D16L_63de3e5d89ce	GSE270680	Gastric cancer	epithelial_solid_default	9367	0	6810	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9367	0	0
GSE270680|GSM8349995_D16P	GSE270680_GSM8349995_D16P_15c491f30222	GSE270680	Gastric cancer	epithelial_solid_default	9508	0	6414	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9508	0	0
GSE270680|GSM8349996_D17T	GSE270680_GSM8349996_D17T_2d078e8a3f5e	GSE270680	Gastric cancer	epithelial_solid_default	10337	0	9269	skipped_insufficient_cells	0	skipped_insufficient_cells	0	10337	0	0
GSE270680|GSM8349997_D17N	GSE270680_GSM8349997_D17N_4a47fabe34eb	GSE270680	Gastric cancer	epithelial_solid_default	8659	36	7428	success	36	skipped_insufficient_cells	0	8659	0	0
GSE270680|GSM8349998_D18T	GSE270680_GSM8349998_D18T_3ab778eac2d6	GSE270680	Gastric cancer	epithelial_solid_default	1746	74	1335	success	74	skipped_insufficient_cells	0	1746	0	0
GSE270680|GSM8349999_D18L	GSE270680_GSM8349999_D18L_4e10405c04df	GSE270680	Gastric cancer	epithelial_solid_default	9058	0	7873	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9058	0	0
GSE270680|GSM8350000_D18P	GSE270680_GSM8350000_D18P_1f53ba8fd73f	GSE270680	Gastric cancer	epithelial_solid_default	11938	0	8155	skipped_insufficient_cells	0	skipped_insufficient_cells	0	11938	0	0
GSE270680|GSM8350001_D19T	GSE270680_GSM8350001_D19T_c522fff76134	GSE270680	Gastric cancer	epithelial_solid_default	1575	8	1235	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1575	0	0
GSE270680|GSM8350002_D19N	GSE270680_GSM8350002_D19N_55892f2c78c8	GSE270680	Gastric cancer	epithelial_solid_default	10982	37	7679	success	37	skipped_insufficient_cells	0	10982	0	0
GSE270680|GSM8350003_D19L	GSE270680_GSM8350003_D19L_ca3bc43ac031	GSE270680	Gastric cancer	epithelial_solid_default	7263	1	5638	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7263	0	0
GSE270680|GSM8350004_D19P	GSE270680_GSM8350004_D19P_a578f78ebdea	GSE270680	Gastric cancer	epithelial_solid_default	7981	0	6146	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7981	0	0
GSE270680|GSM8350005_D20T	GSE270680_GSM8350005_D20T_a51ce5f01c78	GSE270680	Gastric cancer	epithelial_solid_default	7131	73	5507	success	73	skipped_insufficient_cells	0	7131	0	0
GSE270680|GSM8350006_D20N	GSE270680_GSM8350006_D20N_2626c6405392	GSE270680	Gastric cancer	epithelial_solid_default	8641	48	6443	success	48	skipped_insufficient_cells	0	8641	0	0
GSE270680|GSM8350007_D21T	GSE270680_GSM8350007_D21T_f56e08876daa	GSE270680	Gastric cancer	epithelial_solid_default	6689	131	5254	success	131	skipped_insufficient_cells	0	6689	0	0
GSE270680|GSM8350008_D22T	GSE270680_GSM8350008_D22T_6dc8cd17ff8d	GSE270680	Gastric cancer	epithelial_solid_default	5247	68	3528	success	68	skipped_insufficient_cells	0	5247	0	0
GSE270680|GSM8350009_D22N	GSE270680_GSM8350009_D22N_32324c45b3fb	GSE270680	Gastric cancer	epithelial_solid_default	5968	16	4990	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5968	0	0
GSE270680|GSM8350010_D23T	GSE270680_GSM8350010_D23T_224493f2d1b7	GSE270680	Gastric cancer	epithelial_solid_default	9596	111	7752	success	111	skipped_insufficient_cells	0	9596	0	0
GSE270680|GSM8350011_D23N	GSE270680_GSM8350011_D23N_a81121358799	GSE270680	Gastric cancer	epithelial_solid_default	9527	14	8493	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9527	0	0
GSE270680|GSM8350012_D24T	GSE270680_GSM8350012_D24T_f31f6006fde8	GSE270680	Gastric cancer	epithelial_solid_default	9163	280	5353	success	280	success	280	9163	0	0
GSE270680|GSM8350013_D24N	GSE270680_GSM8350013_D24N_efdf732b8c2a	GSE270680	Gastric cancer	epithelial_solid_default	9860	91	5798	success	91	skipped_insufficient_cells	0	9860	0	0
GSE270680|GSM8350014_D24L	GSE270680_GSM8350014_D24L_91a8c086ba59	GSE270680	Gastric cancer	epithelial_solid_default	7396	0	5231	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7396	0	0
GSE270680|GSM8350015_D24P	GSE270680_GSM8350015_D24P_8df28a81a2f5	GSE270680	Gastric cancer	epithelial_solid_default	9816	0	7014	skipped_insufficient_cells	0	skipped_insufficient_cells	0	9816	0	0
GSE270680|GSM8350016_D25T	GSE270680_GSM8350016_D25T_d03ccf9ec954	GSE270680	Gastric cancer	epithelial_solid_default	5853	4	4933	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5853	0	0
GSE270680|GSM8350017_D25N	GSE270680_GSM8350017_D25N_9035c4e1e125	GSE270680	Gastric cancer	epithelial_solid_default	5191	117	4495	success	117	skipped_insufficient_cells	0	5191	0	0
GSE270680|GSM8350018_D26T	GSE270680_GSM8350018_D26T_3303c60c74a6	GSE270680	Gastric cancer	epithelial_solid_default	13134	2	11801	skipped_insufficient_cells	0	skipped_insufficient_cells	0	13134	0	0
GSE270680|GSM8350019_D27T	GSE270680_GSM8350019_D27T_eb8579faf487	GSE270680	Gastric cancer	epithelial_solid_default	3964	236	2384	success	236	success	236	3964	0	0
GSE270680|GSM8350020_D27N	GSE270680_GSM8350020_D27N_d93661611a96	GSE270680	Gastric cancer	epithelial_solid_default	5385	285	3428	success	285	success	285	5385	0	0
GSE270680|GSM8350021_D27L	GSE270680_GSM8350021_D27L_c54ce12c3767	GSE270680	Gastric cancer	epithelial_solid_default	8014	0	6939	skipped_insufficient_cells	0	skipped_insufficient_cells	0	8014	0	0
GSE270680|GSM8350022_D28T	GSE270680_GSM8350022_D28T_2e9ae0aa845e	GSE270680	Gastric cancer	epithelial_solid_default	12457	35	11175	success	35	skipped_insufficient_cells	0	12457	0	0
GSE270680|GSM8350023_D28N	GSE270680_GSM8350023_D28N_c6b04523d747	GSE270680	Gastric cancer	epithelial_solid_default	10522	20	8505	skipped_insufficient_cells	0	skipped_insufficient_cells	0	10522	0	0
GSE270680|GSM8350024_D30T	GSE270680_GSM8350024_D30T_8117539bfd91	GSE270680	Gastric cancer	epithelial_solid_default	7144	3	6527	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7144	0	0
GSE270680|GSM8350025_D30N	GSE270680_GSM8350025_D30N_844b26fd8166	GSE270680	Gastric cancer	epithelial_solid_default	7854	38	6831	success	38	skipped_insufficient_cells	0	7854	0	0
GSE290925|GSM8825750_CJ1	GSE290925_GSM8825750_CJ1_c69e1e728ce9	GSE290925	HCC	epithelial_solid_default	9115	297	5962	success	297	success	297	9115	0	0
GSE290925|GSM8825751_DYMO	GSE290925_GSM8825751_DYMO_b565a36dafe1	GSE290925	HCC	epithelial_solid_default	11145	383	7174	success	383	success	383	11145	0	0
GSE290925|GSM8825752_HR0	GSE290925_GSM8825752_HR0_75db110712f0	GSE290925	HCC	epithelial_solid_default	7473	341	5214	success	341	success	341	7473	0	0
GSE290925|GSM8825753_LLG	GSE290925_GSM8825753_LLG_3814a7939b9b	GSE290925	HCC	epithelial_solid_default	22039	1797	10131	success	1797	success	1797	22039	0	0
GSE290925|GSM8825754_LZH0	GSE290925_GSM8825754_LZH0_42fc26bddb1d	GSE290925	HCC	epithelial_solid_default	5235	812	2199	success	812	success	812	5235	0	0
GSE290925|GSM8825755_NSS0	GSE290925_GSM8825755_NSS0_7af3bd2710ee	GSE290925	HCC	epithelial_solid_default	6622	714	4276	success	714	success	714	6622	0	0
GSE290925|GSM8825756_SMY0	GSE290925_GSM8825756_SMY0_9801e8864452	GSE290925	HCC	epithelial_solid_default	11724	18	9593	skipped_insufficient_cells	0	skipped_insufficient_cells	0	11724	0	0
GSE290925|GSM8825757_WYB	GSE290925_GSM8825757_WYB_a2fcabe23a7b	GSE290925	HCC	epithelial_solid_default	10651	169	8005	success	169	skipped_insufficient_cells	0	10651	0	0
GSE290925|GSM8825758_WZR	GSE290925_GSM8825758_WZR_16a66d6e6d3f	GSE290925	HCC	epithelial_solid_default	5805	524	3946	success	524	success	524	5805	0	0
GSE290925|GSM8825759_YSQ	GSE290925_GSM8825759_YSQ_e2397cb05c59	GSE290925	HCC	epithelial_solid_default	15352	907	9447	success	907	success	907	15352	0	0
GSE290925|GSM8825760_YHL0	GSE290925_GSM8825760_YHL0_a708e12c1377	GSE290925	HCC	epithelial_solid_default	7965	288	4753	success	288	success	288	7965	0	0
GSE290925|GSM8825761_ZHLSH0	GSE290925_GSM8825761_ZHLSH0_0f9d9603afc6	GSE290925	HCC	epithelial_solid_default	9408	107	7075	success	107	skipped_insufficient_cells	0	9408	0	0
GSE299340|GSE299340__GSM9037556_291	GSE299340_GSE299340__GSM9037556_291_9c3266291f86	GSE299340	HCC	epithelial_solid_default	5525	4	3746	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5525	0	0
GSE299340|GSE299340__GSM9037557_292	GSE299340_GSE299340__GSM9037557_292_f14463e0ab0c	GSE299340	HCC	epithelial_solid_default	4459	10	3712	skipped_insufficient_cells	0	skipped_insufficient_cells	0	4459	0	0
GSE299340|GSE299340__GSM9037558_293	GSE299340_GSE299340__GSM9037558_293_15df049447f9	GSE299340	HCC	epithelial_solid_default	4586	776	2974	success	776	success	776	4586	0	0
GSE299340|GSE299340__GSM9037559_294	GSE299340_GSE299340__GSM9037559_294_7a850bae5326	GSE299340	HCC	epithelial_solid_default	5429	8	4877	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5429	0	0
GSE299340|GSE299340__GSM9037560_295	GSE299340_GSE299340__GSM9037560_295_1b821559e0a6	GSE299340	HCC	epithelial_solid_default	4805	55	2903	success	55	skipped_insufficient_cells	0	4805	0	0
GSE299340|GSE299340__GSM9037561_296	GSE299340_GSE299340__GSM9037561_296_d47923ba0403	GSE299340	HCC	epithelial_solid_default	6843	24	5831	skipped_insufficient_cells	0	skipped_insufficient_cells	0	6843	0	0
GSE299340|GSE299340__GSM9037562_297	GSE299340_GSE299340__GSM9037562_297_39bf8e79f758	GSE299340	HCC	epithelial_solid_default	8734	243	2842	success	243	success	243	8734	0	0
GSE299340|GSE299340__GSM9037563_298	GSE299340_GSE299340__GSM9037563_298_d2a3095abd0d	GSE299340	HCC	epithelial_solid_default	5441	16	4827	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5441	0	0
GSE299340|GSE299340__GSM9037564_299	GSE299340_GSE299340__GSM9037564_299_cdc2de43adf6	GSE299340	HCC	epithelial_solid_default	6038	12	5747	skipped_insufficient_cells	0	skipped_insufficient_cells	0	6038	0	0
GSE299340|GSE299340__GSM9037565_300	GSE299340_GSE299340__GSM9037565_300_7062201cfecc	GSE299340	HCC	epithelial_solid_default	5795	5	5432	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5795	0	0
GSE188737|1	GSE188737_1_5f4389aea02c	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	410	7	201	skipped_insufficient_cells	0	skipped_insufficient_cells	0	410	0	0
GSE188737|10	GSE188737_10_523a79066bcc	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	5811	3637	745	success	3637	success	3637	5811	0	0
GSE188737|11	GSE188737_11_45d108234d1b	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	1958	442	142	success	442	success	442	1958	0	0
GSE188737|12	GSE188737_12_c9a68952edbe	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	4151	387	1024	success	387	success	387	4151	0	0
GSE188737|13	GSE188737_13_a3d109cc3809	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	1856	866	267	success	866	success	866	1856	0	0
GSE188737|14	GSE188737_14_028f873a7feb	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	2656	492	907	success	492	success	492	2656	0	0
GSE188737|2	GSE188737_2_4be0cdc5e706	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	193	0	75	skipped_insufficient_cells	0	skipped_insufficient_cells	0	193	0	0
GSE188737|3	GSE188737_3_751031024a4f	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	375	86	101	success	86	skipped_insufficient_cells	0	375	0	0
GSE188737|4	GSE188737_4_a6a1e8ae077f	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	1220	95	733	success	95	skipped_insufficient_cells	0	1220	0	0
GSE188737|5	GSE188737_5_1d0863ce550a	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	3514	168	1051	success	168	skipped_insufficient_cells	0	3514	0	0
GSE188737|6	GSE188737_6_ea44a9b727b9	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	3896	3	2623	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3896	0	0
GSE188737|7	GSE188737_7_228e303f4c98	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	2658	163	725	success	163	skipped_insufficient_cells	0	2658	0	0
GSE188737|8	GSE188737_8_ba2631db997c	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	2715	153	1599	success	153	skipped_insufficient_cells	0	2715	0	0
GSE188737|9	GSE188737_9_33f2cb0ca594	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	2116	434	604	success	434	success	434	2116	0	0
GSE184880|GSE184880__GSM5599220_Norm1	GSE184880_GSE184880__GSM5599220_Norm1_eafdbf9b875b	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	4800	1	547	skipped_insufficient_cells	0	skipped_insufficient_cells	0	4800	0	0
GSE184880|GSE184880__GSM5599221_Norm2	GSE184880_GSE184880__GSM5599221_Norm2_509334b012d4	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3853	0	101	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3853	0	0
GSE184880|GSE184880__GSM5599222_Norm3	GSE184880_GSE184880__GSM5599222_Norm3_b1e7313c667f	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3358	163	1354	success	163	skipped_insufficient_cells	0	3358	0	0
GSE184880|GSE184880__GSM5599223_Norm4	GSE184880_GSE184880__GSM5599223_Norm4_4a2a4e05a1ca	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	4797	2	86	skipped_insufficient_cells	0	skipped_insufficient_cells	0	4797	0	0
GSE184880|GSE184880__GSM5599224_Norm5	GSE184880_GSE184880__GSM5599224_Norm5_f36d6f14ff74	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3148	39	1303	success	39	skipped_insufficient_cells	0	3148	0	0
GSE184880|GSE184880__GSM5599225_Cancer1	GSE184880_GSE184880__GSM5599225_Cancer1_cf69d63b4190	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	5562	694	3132	success	694	success	694	5562	0	0
GSE184880|GSE184880__GSM5599226_Cancer2	GSE184880_GSE184880__GSM5599226_Cancer2_3d66e715ad22	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	2874	1160	597	success	1160	success	1160	2874	0	0
GSE184880|GSE184880__GSM5599227_Cancer3	GSE184880_GSE184880__GSM5599227_Cancer3_3fb60f84e147	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3167	193	2442	success	193	skipped_insufficient_cells	0	3167	0	0
GSE184880|GSE184880__GSM5599228_Cancer4	GSE184880_GSE184880__GSM5599228_Cancer4_74e75c38881b	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	1384	543	526	success	543	success	543	1384	0	0
GSE184880|GSE184880__GSM5599229_Cancer5	GSE184880_GSE184880__GSM5599229_Cancer5_18dba4219cfc	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3669	91	2881	success	91	skipped_insufficient_cells	0	3669	0	0
GSE184880|GSE184880__GSM5599230_Cancer6	GSE184880_GSE184880__GSM5599230_Cancer6_99e5ed242cfc	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3452	1118	647	success	1118	success	1118	3452	0	0
GSE184880|GSE184880__GSM5599231_Cancer7	GSE184880_GSE184880__GSM5599231_Cancer7_044ed8596e95	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	2752	166	2147	success	166	skipped_insufficient_cells	0	2752	0	0
GSE253013|MRC002_NAT_1	GSE253013_MRC002_NAT_1_7a21cd2a26ae	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1373	404	617	success	404	success	404	1373	0	0
GSE253013|MRC002_NAT_2	GSE253013_MRC002_NAT_2_50c226abfe05	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1250	391	543	success	391	success	391	1250	0	0
GSE253013|MRC002_NAT_3	GSE253013_MRC002_NAT_3_73f80ddeaf1b	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1290	392	585	success	392	success	392	1290	0	0
GSE253013|MRC002_NAT_4	GSE253013_MRC002_NAT_4_306c4b395124	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1321	412	589	success	412	success	412	1321	0	0
GSE253013|MRC002_NSCLC_1	GSE253013_MRC002_NSCLC_1_801988585fcf	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1672	141	944	success	141	skipped_insufficient_cells	0	1672	0	0
GSE253013|MRC002_NSCLC_2	GSE253013_MRC002_NSCLC_2_fb2fa2c512f2	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1741	140	1012	success	140	skipped_insufficient_cells	0	1741	0	0
GSE253013|MRC002_NSCLC_3	GSE253013_MRC002_NSCLC_3_c473a33a8313	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1635	129	930	success	129	skipped_insufficient_cells	0	1635	0	0
GSE253013|US-10029427-1	GSE253013_US-10029427-1_6389e25852c4	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3123	137	1877	success	137	skipped_insufficient_cells	0	3123	0	0
GSE253013|US-10029427-2	GSE253013_US-10029427-2_0a9c5d65856a	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	2863	111	1744	success	111	skipped_insufficient_cells	0	2863	0	0
GSE253013|US-10029427-3	GSE253013_US-10029427-3_e1bd3c181594	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3006	125	1856	success	125	skipped_insufficient_cells	0	3006	0	0
GSE253013|US-10029427-4	GSE253013_US-10029427-4_bdb3d84a3abf	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1803	721	121	success	721	success	721	1803	0	0
GSE253013|US-10029427-5	GSE253013_US-10029427-5_8bddbbf7413b	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1776	677	119	success	677	success	677	1776	0	0
GSE253013|US-10029427-6	GSE253013_US-10029427-6_b9ad43ac6a35	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1872	802	133	success	802	success	802	1872	0	0
GSE253013|US-10029428-1	GSE253013_US-10029428-1_62c0240ebc56	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3707	9	3052	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3707	0	0
GSE253013|US-10029428-2	GSE253013_US-10029428-2_8832899d704e	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3795	18	3095	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3795	0	0
GSE253013|US-10029428-3	GSE253013_US-10029428-3_c02d8eaa56a7	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3711	11	3075	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3711	0	0
GSE253013|US-10029428-4	GSE253013_US-10029428-4_85c44d4f63f0	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1886	419	756	success	419	success	419	1886	0	0
GSE253013|US-10029428-5	GSE253013_US-10029428-5_9ef836b845b0	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1519	278	635	success	278	success	278	1519	0	0
GSE253013|US-10029428-6	GSE253013_US-10029428-6_5889419a73f5	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1742	353	714	success	353	success	353	1742	0	0
GSE253013|US-10029428-7	GSE253013_US-10029428-7_8ccc98788200	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1706	340	697	success	340	success	340	1706	0	0
GSE253013|US-10029428-8	GSE253013_US-10029428-8_b893529a9814	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1912	403	809	success	403	success	403	1912	0	0
GSE253013|US-10029429-1	GSE253013_US-10029429-1_f036417d3a89	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	2787	92	1424	success	92	skipped_insufficient_cells	0	2787	0	0
GSE253013|US-10029429-2	GSE253013_US-10029429-2_1ad1ddb1d093	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3873	83	1942	success	83	skipped_insufficient_cells	0	3873	0	0
GSE253013|US-10029429-3	GSE253013_US-10029429-3_debd8a154cc0	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	2948	63	1549	success	63	skipped_insufficient_cells	0	2948	0	0
GSE253013|US-10029429-4	GSE253013_US-10029429-4_ab8dd6570120	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3657	100	1828	success	100	skipped_insufficient_cells	0	3657	0	0
GSE253013|US-10029430-1	GSE253013_US-10029430-1_005aa94b2f04	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	4567	287	3231	success	287	success	287	4567	0	0
GSE253013|US-10029430-2	GSE253013_US-10029430-2_f314bc5a039a	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	4042	277	2814	success	277	success	277	4042	0	0
GSE253013|US-10029430-3	GSE253013_US-10029430-3_b421f19f75cf	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	2075	740	288	success	740	success	740	2075	0	0
