sample_uid	sample_token	gse_id	cancer_type	candidate_policy	n_cells	n_candidate	n_reference	infercnv_status	copykat_status	explanation
GSE270680|GSM8350001_D19T	GSE270680_GSM8350001_D19T_c522fff76134	GSE270680	Gastric cancer	epithelial_solid_default	1575	8	1235	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350002_D19N	GSE270680_GSM8350002_D19N_55892f2c78c8	GSE270680	Gastric cancer	epithelial_solid_default	10982	37	7679	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350003_D19L	GSE270680_GSM8350003_D19L_ca3bc43ac031	GSE270680	Gastric cancer	epithelial_solid_default	7263	1	5638	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350004_D19P	GSE270680_GSM8350004_D19P_a578f78ebdea	GSE270680	Gastric cancer	epithelial_solid_default	7981	0	6146	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350005_D20T	GSE270680_GSM8350005_D20T_a51ce5f01c78	GSE270680	Gastric cancer	epithelial_solid_default	7131	73	5507	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350006_D20N	GSE270680_GSM8350006_D20N_2626c6405392	GSE270680	Gastric cancer	epithelial_solid_default	8641	48	6443	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350007_D21T	GSE270680_GSM8350007_D21T_f56e08876daa	GSE270680	Gastric cancer	epithelial_solid_default	6689	131	5254	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350008_D22T	GSE270680_GSM8350008_D22T_6dc8cd17ff8d	GSE270680	Gastric cancer	epithelial_solid_default	5247	68	3528	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350009_D22N	GSE270680_GSM8350009_D22N_32324c45b3fb	GSE270680	Gastric cancer	epithelial_solid_default	5968	16	4990	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350010_D23T	GSE270680_GSM8350010_D23T_224493f2d1b7	GSE270680	Gastric cancer	epithelial_solid_default	9596	111	7752	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350011_D23N	GSE270680_GSM8350011_D23N_a81121358799	GSE270680	Gastric cancer	epithelial_solid_default	9527	14	8493	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350013_D24N	GSE270680_GSM8350013_D24N_efdf732b8c2a	GSE270680	Gastric cancer	epithelial_solid_default	9860	91	5798	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350014_D24L	GSE270680_GSM8350014_D24L_91a8c086ba59	GSE270680	Gastric cancer	epithelial_solid_default	7396	0	5231	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350015_D24P	GSE270680_GSM8350015_D24P_8df28a81a2f5	GSE270680	Gastric cancer	epithelial_solid_default	9816	0	7014	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350016_D25T	GSE270680_GSM8350016_D25T_d03ccf9ec954	GSE270680	Gastric cancer	epithelial_solid_default	5853	4	4933	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350017_D25N	GSE270680_GSM8350017_D25N_9035c4e1e125	GSE270680	Gastric cancer	epithelial_solid_default	5191	117	4495	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350018_D26T	GSE270680_GSM8350018_D26T_3303c60c74a6	GSE270680	Gastric cancer	epithelial_solid_default	13134	2	11801	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350021_D27L	GSE270680_GSM8350021_D27L_c54ce12c3767	GSE270680	Gastric cancer	epithelial_solid_default	8014	0	6939	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350022_D28T	GSE270680_GSM8350022_D28T_2e9ae0aa845e	GSE270680	Gastric cancer	epithelial_solid_default	12457	35	11175	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350023_D28N	GSE270680_GSM8350023_D28N_c6b04523d747	GSE270680	Gastric cancer	epithelial_solid_default	10522	20	8505	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350024_D30T	GSE270680_GSM8350024_D30T_8117539bfd91	GSE270680	Gastric cancer	epithelial_solid_default	7144	3	6527	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8350025_D30N	GSE270680_GSM8350025_D30N_844b26fd8166	GSE270680	Gastric cancer	epithelial_solid_default	7854	38	6831	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE290925|GSM8825756_SMY0	GSE290925_GSM8825756_SMY0_9801e8864452	GSE290925	HCC	epithelial_solid_default	11724	18	9593	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE290925|GSM8825757_WYB	GSE290925_GSM8825757_WYB_a2fcabe23a7b	GSE290925	HCC	epithelial_solid_default	10651	169	8005	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE290925|GSM8825761_ZHLSH0	GSE290925_GSM8825761_ZHLSH0_0f9d9603afc6	GSE290925	HCC	epithelial_solid_default	9408	107	7075	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037556_291	GSE299340_GSE299340__GSM9037556_291_9c3266291f86	GSE299340	HCC	epithelial_solid_default	5525	4	3746	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037557_292	GSE299340_GSE299340__GSM9037557_292_f14463e0ab0c	GSE299340	HCC	epithelial_solid_default	4459	10	3712	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037559_294	GSE299340_GSE299340__GSM9037559_294_7a850bae5326	GSE299340	HCC	epithelial_solid_default	5429	8	4877	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037560_295	GSE299340_GSE299340__GSM9037560_295_1b821559e0a6	GSE299340	HCC	epithelial_solid_default	4805	55	2903	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037561_296	GSE299340_GSE299340__GSM9037561_296_d47923ba0403	GSE299340	HCC	epithelial_solid_default	6843	24	5831	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037563_298	GSE299340_GSE299340__GSM9037563_298_d2a3095abd0d	GSE299340	HCC	epithelial_solid_default	5441	16	4827	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037564_299	GSE299340_GSE299340__GSM9037564_299_cdc2de43adf6	GSE299340	HCC	epithelial_solid_default	6038	12	5747	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE299340|GSE299340__GSM9037565_300	GSE299340_GSE299340__GSM9037565_300_7062201cfecc	GSE299340	HCC	epithelial_solid_default	5795	5	5432	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE188737|1	GSE188737_1_5f4389aea02c	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	410	7	201	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE188737|2	GSE188737_2_4be0cdc5e706	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	193	0	75	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE188737|3	GSE188737_3_751031024a4f	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	375	86	101	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE188737|4	GSE188737_4_a6a1e8ae077f	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	1220	95	733	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE188737|5	GSE188737_5_1d0863ce550a	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	3514	168	1051	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE188737|6	GSE188737_6_ea44a9b727b9	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	3896	3	2623	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE188737|7	GSE188737_7_228e303f4c98	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	2658	163	725	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE188737|8	GSE188737_8_ba2631db997c	GSE188737	Head and neck squamous cell carcinoma	epithelial_solid_default	2715	153	1599	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599220_Norm1	GSE184880_GSE184880__GSM5599220_Norm1_eafdbf9b875b	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	4800	1	547	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599221_Norm2	GSE184880_GSE184880__GSM5599221_Norm2_509334b012d4	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3853	0	101	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599222_Norm3	GSE184880_GSE184880__GSM5599222_Norm3_b1e7313c667f	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3358	163	1354	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599223_Norm4	GSE184880_GSE184880__GSM5599223_Norm4_4a2a4e05a1ca	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	4797	2	86	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599224_Norm5	GSE184880_GSE184880__GSM5599224_Norm5_f36d6f14ff74	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3148	39	1303	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599227_Cancer3	GSE184880_GSE184880__GSM5599227_Cancer3_3fb60f84e147	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3167	193	2442	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599229_Cancer5	GSE184880_GSE184880__GSM5599229_Cancer5_18dba4219cfc	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	3669	91	2881	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE184880|GSE184880__GSM5599231_Cancer7	GSE184880_GSE184880__GSM5599231_Cancer7_044ed8596e95	GSE184880	High-grade serous ovarian cancer	epithelial_solid_default	2752	166	2147	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC002_NSCLC_1	GSE253013_MRC002_NSCLC_1_801988585fcf	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1672	141	944	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC002_NSCLC_2	GSE253013_MRC002_NSCLC_2_fb2fa2c512f2	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1741	140	1012	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC002_NSCLC_3	GSE253013_MRC002_NSCLC_3_c473a33a8313	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	1635	129	930	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029427-1	GSE253013_US-10029427-1_6389e25852c4	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3123	137	1877	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029427-2	GSE253013_US-10029427-2_0a9c5d65856a	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	2863	111	1744	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029427-3	GSE253013_US-10029427-3_e1bd3c181594	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3006	125	1856	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029428-1	GSE253013_US-10029428-1_62c0240ebc56	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3707	9	3052	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029428-2	GSE253013_US-10029428-2_8832899d704e	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3795	18	3095	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029428-3	GSE253013_US-10029428-3_c02d8eaa56a7	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3711	11	3075	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029429-1	GSE253013_US-10029429-1_f036417d3a89	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	2787	92	1424	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029429-2	GSE253013_US-10029429-2_1ad1ddb1d093	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3873	83	1942	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029429-3	GSE253013_US-10029429-3_debd8a154cc0	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	2948	63	1549	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029429-4	GSE253013_US-10029429-4_ab8dd6570120	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	3657	100	1828	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|US-10029433-1	GSE253013_US-10029433-1_0003d961182c	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	4891	14	3579	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029433-2	GSE253013_US-10029433-2_f79f8f4f7bb1	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	4651	13	3496	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029433-3	GSE253013_US-10029433-3_55c544e28a11	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	4409	9	3318	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029434-1	GSE253013_US-10029434-1_b7ea4c2f55b0	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	6754	3	6136	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029434-2	GSE253013_US-10029434-2_b807375362d7	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	6051	1	5541	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029434-3	GSE253013_US-10029434-3_0cedc4a239d6	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	6091	2	5592	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|US-10029434-4	GSE253013_US-10029434-4_d891c57ae7bd	GSE253013	INVASIVE ADENOCARCINOMA	epithelial_solid_default	6061	0	5595	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE253013|MRC001_NAT_1	GSE253013_MRC001_NAT_1_faa2d57002fd	GSE253013	INVASIVE MUCINOUS CARCINOMA	epithelial_solid_default	1465	198	846	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC001_NAT_3	GSE253013_MRC001_NAT_3_1e72eed0309c	GSE253013	INVASIVE MUCINOUS CARCINOMA	epithelial_solid_default	1332	192	745	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC001_NSCLC_1	GSE253013_MRC001_NSCLC_1_a77fcebd8766	GSE253013	INVASIVE MUCINOUS CARCINOMA	epithelial_solid_default	1894	153	1156	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC001_NSCLC_2	GSE253013_MRC001_NSCLC_2_ad9d5ff68457	GSE253013	INVASIVE MUCINOUS CARCINOMA	epithelial_solid_default	1821	158	1121	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC001_NSCLC_3	GSE253013_MRC001_NSCLC_3_039ec0c259e0	GSE253013	INVASIVE MUCINOUS CARCINOMA	epithelial_solid_default	1842	153	1107	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE253013|MRC001_NSCLC_4	GSE253013_MRC001_NSCLC_4_c25b67292115	GSE253013	INVASIVE MUCINOUS CARCINOMA	epithelial_solid_default	1779	156	1062	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE138709|GSE138709__ICC_18_Adjacent	GSE138709_GSE138709__ICC_18_Adjacent_37b0f59e424a	GSE138709	Intrahepatic cholangiocarcinoma	epithelial_solid_default	9109	1	8339	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE138709|GSE138709__ICC_23_Adjacent	GSE138709_GSE138709__ICC_23_Adjacent_fe3b1bbd4858	GSE138709	Intrahepatic cholangiocarcinoma	epithelial_solid_default	3422	3	2638	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE138709|GSE138709__ICC_24_Tumor2	GSE138709_GSE138709__ICC_24_Tumor2_59d85d49ca0a	GSE138709	Intrahepatic cholangiocarcinoma	epithelial_solid_default	1594	66	768	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE188711|GSM5688708__LS-CRC3	GSE188711_GSM5688708__LS-CRC3_479b63b17c36	GSE188711	Left/right CRC	epithelial_solid_default	5149	88	3247	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE188711|GSM5688709__RS-CRC1	GSE188711_GSM5688709__RS-CRC1_3a25ea4ebb26	GSE188711	Left/right CRC	epithelial_solid_default	4916	95	3958	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE188711|GSM5688710__R_CRC3	GSE188711_GSM5688710__R_CRC3_92f66eb7d1ca	GSE188711	Left/right CRC	epithelial_solid_default	3442	90	2881	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|BRONCHO_11	GSE131907_BRONCHO_11_666ffb76e2f2	GSE131907	Lung cancer	epithelial_solid_default	3053	181	2318	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|EBUS_13	GSE131907_EBUS_13_2f668e79d65d	GSE131907	Lung cancer	epithelial_solid_default	3448	117	2417	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|EBUS_19	GSE131907_EBUS_19_628dbe17f6ea	GSE131907	Lung cancer	epithelial_solid_default	1998	171	1584	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|EBUS_49	GSE131907_EBUS_49_18ab3f00e9c2	GSE131907	Lung cancer	epithelial_solid_default	1668	82	1242	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|EFFUSION_11	GSE131907_EFFUSION_11_ea7ec814e302	GSE131907	Lung cancer	epithelial_solid_default	2854	65	2202	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|EFFUSION_12	GSE131907_EFFUSION_12_56106ce69f62	GSE131907	Lung cancer	epithelial_solid_default	4101	17	3204	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|EFFUSION_13	GSE131907_EFFUSION_13_b2e7c6b04064	GSE131907	Lung cancer	epithelial_solid_default	4404	38	3942	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|EFFUSION_64	GSE131907_EFFUSION_64_074291489f84	GSE131907	Lung cancer	epithelial_solid_default	3743	12	3475	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_01	GSE131907_LN_01_f5a47dcaf08e	GSE131907	Lung cancer	epithelial_solid_default	3447	0	3143	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_02	GSE131907_LN_02_5b720c72466a	GSE131907	Lung cancer	epithelial_solid_default	3098	0	2917	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_03	GSE131907_LN_03_ef49efd98ff3	GSE131907	Lung cancer	epithelial_solid_default	2933	0	2689	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_04	GSE131907_LN_04_4b3181ef2731	GSE131907	Lung cancer	epithelial_solid_default	2981	0	2842	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_05	GSE131907_LN_05_02f43770d5c1	GSE131907	Lung cancer	epithelial_solid_default	2771	1	2577	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_06	GSE131907_LN_06_244da744a62e	GSE131907	Lung cancer	epithelial_solid_default	2861	0	2692	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_07	GSE131907_LN_07_8ac62e77f8cd	GSE131907	Lung cancer	epithelial_solid_default	5047	0	4638	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_08	GSE131907_LN_08_809e2a9d3fb2	GSE131907	Lung cancer	epithelial_solid_default	4044	0	3758	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_11	GSE131907_LN_11_a06a63e5fed9	GSE131907	Lung cancer	epithelial_solid_default	3593	0	3224	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LN_12	GSE131907_LN_12_62755bdc1a6d	GSE131907	Lung cancer	epithelial_solid_default	4341	0	3855	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_N01	GSE131907_LUNG_N01_7026914ddb60	GSE131907	Lung cancer	epithelial_solid_default	3135	128	2311	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_N06	GSE131907_LUNG_N06_25569179c09f	GSE131907	Lung cancer	epithelial_solid_default	2802	86	2227	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_N08	GSE131907_LUNG_N08_f77217fcd57f	GSE131907	Lung cancer	epithelial_solid_default	3293	181	2592	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_N19	GSE131907_LUNG_N19_fa7c8d424f2f	GSE131907	Lung cancer	epithelial_solid_default	3816	82	2833	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_N20	GSE131907_LUNG_N20_78fc8ac6a848	GSE131907	Lung cancer	epithelial_solid_default	5611	182	4800	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_N28	GSE131907_LUNG_N28_2a23b5b1203c	GSE131907	Lung cancer	epithelial_solid_default	3338	153	2731	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_T06	GSE131907_LUNG_T06_8e9802bb49a6	GSE131907	Lung cancer	epithelial_solid_default	3358	112	2211	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_T08	GSE131907_LUNG_T08_e5405ec56221	GSE131907	Lung cancer	epithelial_solid_default	3651	20	3056	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_T09	GSE131907_LUNG_T09_4fd0b5ecf753	GSE131907	Lung cancer	epithelial_solid_default	3738	87	2886	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|LUNG_T25	GSE131907_LUNG_T25_1939b1cc5d47	GSE131907	Lung cancer	epithelial_solid_default	4197	186	3531	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|NS_02	GSE131907_NS_02_15fe335e5687	GSE131907	Lung cancer	epithelial_solid_default	2236	158	1510	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|NS_06	GSE131907_NS_06_fb03be1605d4	GSE131907	Lung cancer	epithelial_solid_default	989	74	584	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE131907|NS_16	GSE131907_NS_16_6c80b6c53296	GSE131907	Lung cancer	epithelial_solid_default	1200	75	625	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE179994|P1.post.1	GSE179994_P1.post.1_33e5cdd3c8f0	GSE179994	Lung cancer	epithelial_solid_default	3008	0	2829	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
